timestamp,symbol,strategy,entry_price,portfolio_balance,max_single_position_allowed,max_total_exposure_allowed,current_total_exposure,calculated_quantity,calculated_notional,buffered_max_notional,block_reason
2025-12-05T12:00:05.478Z,KSMUSD,mean_reversion,8.45845,32000,4800,8000,0,0,87359.99999999991,4656,MAX_POSITION
2025-12-05T12:00:05.738Z,XTZEUR,mean_reversion,0.42062019999999994,32000,4800,8000,0,0,87360.0000000017,4656,MAX_POSITION
2025-12-05T12:00:05.961Z,TRUMPUSD,mean_reversion,5.882876999999999,32000,4800,8000,0,0,87360.00000000132,4656,MAX_POSITION
2025-12-05T12:00:05.980Z,TIA/USD,vwap_pullback,0.6153147,32000,4800,8000,0,7566.859689846513,4656,4656,PASS
2025-12-05T12:00:06.505Z,LINKEUR,vwap_pullback,12.069127069999999,32000,4800,8000,0,0,46123.575013180256,4656,MAX_POSITION
2025-12-05T12:00:06.801Z,XTZUSD,mean_reversion,0.4897893,32000,4800,8000,0,0,87360.00000000079,4656,MAX_POSITION
2025-12-05T12:00:07.512Z,AKT/USD,vwap_pullback,0.45545499999999994,32000,4800,8000,0,10222.744288678356,4656,4656,PASS
2025-12-05T12:00:07.624Z,LINKUSD,vwap_pullback,14.065091039999999,32000,4800,8000,0,0,76493.47404814845,4656,MAX_POSITION
2025-12-05T12:00:08.228Z,USDCHF,vwap_pullback,0.8041333299999999,32000,4800,8000,0,0,191839.99999999916,4656,MAX_POSITION
2025-12-05T12:00:08.604Z,LINKUSDC,vwap_pullback,14.079075009999997,32000,4800,8000,0,0,69073.53263875944,4656,MAX_POSITION
2025-12-05T12:00:09.376Z,XXRPZCAD,mean_reversion,2.8898669799999994,32000,4800,8000,0,0,87360.0000000017,4656,MAX_POSITION
2025-12-05T12:00:09.703Z,LINKUSDT,vwap_pullback,14.07969563,32000,4800,8000,0,0,72280.88807870465,4656,MAX_POSITION
2025-12-05T12:00:10.925Z,XXRPZEUR,mean_reversion,1.7787569799999998,32000,4800,8000,0,0,87360.00000000105,4656,MAX_POSITION
2025-12-05T12:00:10.972Z,XLTCZEUR,mean_reversion,70.73065999999999,32000,4800,8000,0,0,87360.00000000178,4656,MAX_POSITION
